gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_B_cells_memory_activated	celltype_B_cells_naive	celltype_B_cells_naive_activated	celltype_B_cells_oligoclonal	celltype_B_cells_memory	celltype_T_regs	celltype_T8_activated_1	celltype_T_gd	celltype_T4_activated	celltype_NK_CD16_bright	celltype_T4_naive	celltype_T4_memory	celltype_NK_CD16_bright_activated	celltype_T8_memory	celltype_NK_CD56_bright	celltype_NK_CD56_bright_activated	celltype_MAIT_cells	celltype_T8_naive	celltype_MAIT_cells_activated	celltype_T8_activated_2	celltype_Myeloid_cells
TGFB2	P61812	False	TGFB2_HUMAN		CPI-SS0178F5C45	0.0	0.019	0.003	0.042	0.009	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC0A05D3880	0.001	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.004
FCER2	P06734	False	FCER2_HUMAN		CPI-SC07312BD5C	3.414	0.564	2.371	1.222	0.174	0.058	0.014	0.002	0.013	0.0	0.004	0.004	0.019	0.003	0.0	0.011	0.0	0.0	0.0	0.015	0.016
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0B6D68FD5	2.819	0.185	2.038	0.655	0.948	0.578	0.114	0.258	0.245	0.177	0.054	0.103	0.704	0.262	0.742	1.076	0.276	0.032	0.474	0.349	1.305
C3	P01024	False	CO3_HUMAN		CPI-SC0527EEE7A	0.0	0.0	0.0	0.0	0.003	0.0	0.004	0.002	0.001	0.001	0.0	0.003	0.007	0.0	0.0	0.006	0.0	0.0	0.0	0.004	0.964
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0B292AEE6	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC0F9DD28F3	0.058	0.086	0.047	0.09	0.03	0.058	0.075	0.099	0.055	0.024	0.072	0.034	0.018	0.028	0.054	0.027	0.044	0.06	0.05	0.044	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC003905460	0.001	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.004
FCER2	P06734	False	FCER2_HUMAN		CPI-SC00D92ECAF	3.414	0.564	2.371	1.222	0.174	0.058	0.014	0.002	0.013	0.0	0.004	0.004	0.019	0.003	0.0	0.011	0.0	0.0	0.0	0.015	0.016
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0C09120F1	2.819	0.185	2.038	0.655	0.948	0.578	0.114	0.258	0.245	0.177	0.054	0.103	0.704	0.262	0.742	1.076	0.276	0.032	0.474	0.349	1.305
C3	P01024	False	CO3_HUMAN		CPI-SC0C93C7670	0.0	0.0	0.0	0.0	0.003	0.0	0.004	0.002	0.001	0.001	0.0	0.003	0.007	0.0	0.0	0.006	0.0	0.0	0.0	0.004	0.964
GP1BA	P07359	False	GP1BA_HUMAN		CPI-SC0329DFA42	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.016
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SC071B77A18	0.058	0.086	0.047	0.09	0.03	0.058	0.075	0.099	0.055	0.024	0.072	0.034	0.018	0.028	0.054	0.027	0.044	0.06	0.05	0.044	0.0
THY1	P04216	False	THY1_HUMAN		CPI-SC0C6B54D7A	0.001	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.004
FCER2	P06734	False	FCER2_HUMAN		CPI-SC03446A95E	3.414	0.564	2.371	1.222	0.174	0.058	0.014	0.002	0.013	0.0	0.004	0.004	0.019	0.003	0.0	0.011	0.0	0.0	0.0	0.015	0.016
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0A9458008	2.819	0.185	2.038	0.655	0.948	0.578	0.114	0.258	0.245	0.177	0.054	0.103	0.704	0.262	0.742	1.076	0.276	0.032	0.474	0.349	1.305
THY1	P04216	False	THY1_HUMAN		CPI-SC0EFDBED2D	0.001	0.0	0.0	0.0	0.0	0.002	0.002	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.0	0.0	0.0	0.004
FCER2	P06734	False	FCER2_HUMAN		CPI-SC0542462B9	3.414	0.564	2.371	1.222	0.174	0.058	0.014	0.002	0.013	0.0	0.004	0.004	0.019	0.003	0.0	0.011	0.0	0.0	0.0	0.015	0.016
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC08CB03AD8	2.819	0.185	2.038	0.655	0.948	0.578	0.114	0.258	0.245	0.177	0.054	0.103	0.704	0.262	0.742	1.076	0.276	0.032	0.474	0.349	1.305
FCER2	P06734	False	FCER2_HUMAN		CPI-SS000568A0E	3.414	0.564	2.371	1.222	0.174	0.058	0.014	0.002	0.013	0.0	0.004	0.004	0.019	0.003	0.0	0.011	0.0	0.0	0.0	0.015	0.016
L1CAM	P32004	False	L1CAM_HUMAN		CPI-SS0ACD487F0	0.004	0.023	0.042	0.004	0.021	0.0	0.0	0.0	0.001	0.013	0.011	0.0	0.012	0.011	0.0	0.015	0.0	0.0	0.0	0.0	0.006
JAM2	P57087	False	JAM2_HUMAN		CPI-SS087B53ABF	0.026	0.007	0.009	0.012	0.0	0.0	0.003	0.005	0.002	0.0	0.0	0.0	0.0	0.009	0.0	0.029	0.0	0.0	0.0	0.0	0.012
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0F9D53834	0.058	0.086	0.047	0.09	0.03	0.058	0.075	0.099	0.055	0.024	0.072	0.034	0.018	0.028	0.054	0.027	0.044	0.06	0.05	0.044	0.0
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS01158CABF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262
HLA-C	HLAC	False	HLAC		CPI-SS034D36D2F	28.602	28.938	41.55	31.67	30.555	32.327	14.981	43.913	19.092	56.413	33.995	39.829	65.829	47.173	43.116	38.134	45.583	31.696	29.333	22.477	23.949
LAMP1	P11279	False	LAMP1_HUMAN		CPI-SS055E061C9	0.155	0.414	0.209	0.217	0.155	0.254	0.106	0.58	0.175	0.801	0.282	0.441	0.697	0.583	0.655	0.397	0.491	0.376	0.295	0.259	1.055
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS02CF96625	0.0	0.0	0.0	0.0	0.0	0.012	0.003	0.138	0.001	0.565	0.009	0.0	0.722	0.461	0.132	0.081	0.023	0.0	0.0	0.0	0.011
CXADR	P78310	False	CXAR_HUMAN		CPI-SS033CB0BB2	0.0	0.0	0.0	0.005	0.0	0.0	0.013	0.0	0.013	0.0	0.003	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0E2431C09	0.011	0.0	0.025	0.007	0.024	0.519	0.338	0.182	0.62	0.017	0.064	0.209	0.039	0.274	0.0	0.016	0.1	0.025	0.603	0.557	0.008
ADGRG5	Q8IZF4	False	AGRG5_HUMAN		CPI-SS0AFC7BACF	0.044	0.008	0.029	0.01	0.184	0.084	0.003	0.352	0.036	0.313	0.01	0.008	0.245	0.369	0.244	0.256	0.097	0.0	0.357	0.197	0.069
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS00FB3CB09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262
PGRMC2	O15173	False	PGRC2_HUMAN		CPI-SS0F3D40856	0.097	0.139	0.06	0.13	0.137	0.162	0.15	0.137	0.184	0.151	0.137	0.149	0.213	0.161	0.304	0.18	0.254	0.064	0.275	0.212	0.135
FFAR2	O15552	False	FFAR2_HUMAN		CPI-SS072E1E27A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.262
HLA-C	HLAC	False	HLAC		CPI-SS0917CBD53	28.602	28.938	41.55	31.67	30.555	32.327	14.981	43.913	19.092	56.413	33.995	39.829	65.829	47.173	43.116	38.134	45.583	31.696	29.333	22.477	23.949
HLA-C	HLAC	False	HLAC		CPI-SS0ABD11350	28.602	28.938	41.55	31.67	30.555	32.327	14.981	43.913	19.092	56.413	33.995	39.829	65.829	47.173	43.116	38.134	45.583	31.696	29.333	22.477	23.949
KIR2DL3	P43628	False	KI2L3_HUMAN		CPI-SS0D26F639E	0.0	0.0	0.0	0.0	0.0	0.012	0.003	0.138	0.001	0.565	0.009	0.0	0.722	0.461	0.132	0.081	0.023	0.0	0.0	0.0	0.011
CXCR3	P49682	False	CXCR3_HUMAN		CPI-SS02246DA17	0.133	0.047	0.086	0.161	0.387	0.79	1.596	3.9	0.947	2.741	0.119	1.415	1.597	3.515	2.973	1.467	2.839	0.401	1.159	1.263	0.16
DPP4	P27487	False	DPP4_HUMAN		CPI-SS0F52745F3	0.007	0.0	0.0	0.0	0.045	0.088	0.083	0.308	0.072	0.04	0.322	0.389	0.089	0.027	0.3	0.651	0.984	0.312	1.383	0.039	0.078
FCGR2A	P12318	False	FCG2A_HUMAN		CPI-SS0C17BB772	0.005	0.005	0.015	0.007	0.014	0.0	0.0	0.005	0.0	0.025	0.0	0.001	0.0	0.008	0.0	0.0	0.0	0.0	0.0	0.0	1.08
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS016EE0084	0.011	0.0	0.025	0.007	0.024	0.519	0.338	0.182	0.62	0.017	0.064	0.209	0.039	0.274	0.0	0.016	0.1	0.025	0.603	0.557	0.008
CD80	P33681	False	CD80_HUMAN		CPI-SS08F13AD5C	0.206	0.028	0.075	0.01	0.142	0.054	0.003	0.006	0.032	0.005	0.0	0.018	0.004	0.008	0.004	0.023	0.0	0.0	0.053	0.008	0.146
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0F5B6B186	0.011	0.0	0.025	0.007	0.024	0.519	0.338	0.182	0.62	0.017	0.064	0.209	0.039	0.274	0.0	0.016	0.1	0.025	0.603	0.557	0.008
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS076BC3BA6	7.06	11.406	15.559	10.198	15.892	0.406	0.09	1.803	0.148	1.4	0.364	0.582	1.028	2.7	1.278	0.748	0.666	0.678	0.238	0.526	4.933
ADGRL1	O94910	False	AGRL1_HUMAN		CPI-SS09375CA29	0.002	0.003	0.009	0.0	0.0	0.004	0.015	0.104	0.038	0.107	0.088	0.038	0.096	0.1	0.041	0.02	0.124	0.11	0.036	0.097	0.048
EGF	P01133	False	EGF_HUMAN		CPI-SS00A953C3A	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ERBB3	P21860	False	ERBB3_HUMAN		CPI-SS0BF9FA3F2	0.004	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.003	0.006	0.014	0.02	0.0	0.034	0.026	0.004	0.027	0.006	0.0	0.014	0.012
CD74	P04233	False	HG2A_HUMAN		CPI-SS0ABC5C1B8	121.758	160.648	199.326	171.85	149.85	9.321	3.842	7.522	4.426	9.88	3.381	5.462	16.736	11.523	18.194	18.817	6.684	2.938	6.222	7.496	49.598
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0D4C221B8	2.819	0.185	2.038	0.655	0.948	0.578	0.114	0.258	0.245	0.177	0.054	0.103	0.704	0.262	0.742	1.076	0.276	0.032	0.474	0.349	1.305
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0DA033F03	0.005	0.013	0.003	0.0	0.004	0.313	0.361	0.582	0.35	0.928	0.313	0.376	0.911	0.584	0.434	0.199	0.731	0.378	0.844	0.348	1.034
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS054D158CC	0.0	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.006	0.009	0.0	0.004	0.01	0.0	0.008	0.0	0.0	0.004	0.0	0.019	0.02
TNFRSF1B	P20333	False	TNR1B_HUMAN		CPI-SS0C4E86714	0.102	0.224	0.24	0.301	0.303	1.142	0.323	0.92	0.454	0.761	0.199	0.576	0.865	0.966	0.443	0.406	0.425	0.236	0.868	0.932	2.207
CD74	P04233	False	HG2A_HUMAN		CPI-SS0302E8E8F	121.758	160.648	199.326	171.85	149.85	9.321	3.842	7.522	4.426	9.88	3.381	5.462	16.736	11.523	18.194	18.817	6.684	2.938	6.222	7.496	49.598
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0E6E8A727	0.0	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.006	0.009	0.0	0.004	0.01	0.0	0.008	0.0	0.0	0.004	0.0	0.019	0.02
CD44	P16070	False	CD44_HUMAN		CPI-SS0632A027A	1.967	1.532	1.127	1.214	1.977	3.273	1.67	4.749	2.542	6.536	2.578	4.004	4.473	5.513	8.011	6.854	5.537	2.656	3.581	2.617	5.905
HLA-DPB1	HLADPB1	False	HLADPB1		CPI-SS05D23BCE8	7.06	11.406	15.559	10.198	15.892	0.406	0.09	1.803	0.148	1.4	0.364	0.582	1.028	2.7	1.278	0.748	0.666	0.678	0.238	0.526	4.933
TNFRSF13B	O14836	False	TR13B_HUMAN		CPI-SS03C51D352	0.455	0.306	0.28	0.379	2.091	0.01	0.0	0.0	0.013	0.071	0.023	0.017	0.018	0.008	0.0	0.029	0.0	0.03	0.0	0.015	0.013
TFRC	P02786	False	TFR1_HUMAN		CPI-SS03133B4F2	0.55	0.103	0.163	0.103	0.299	1.099	1.021	0.417	1.131	0.192	0.161	0.188	0.128	0.55	0.212	0.304	0.253	0.259	0.786	1.132	0.722
CD40	P25942	False	TNR5_HUMAN		CPI-SS0F00D756A	7.35	2.573	4.647	3.628	2.566	0.045	0.031	0.085	0.052	0.133	0.09	0.029	0.184	0.039	0.023	0.013	0.053	0.083	0.041	0.063	0.889
TNFRSF17	Q02223	False	TNR17_HUMAN		CPI-SS0E2863F09	0.049	0.306	0.203	0.225	0.331	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFRSF13C	Q96RJ3	False	TR13C_HUMAN		CPI-SS09648FAA9	0.161	1.038	0.562	0.966	0.846	0.028	0.013	0.023	0.007	0.003	0.088	0.087	0.011	0.048	0.017	0.009	0.009	0.082	0.021	0.021	0.023
CD74	P04233	False	HG2A_HUMAN		CPI-SS09808DEAE	121.758	160.648	199.326	171.85	149.85	9.321	3.842	7.522	4.426	9.88	3.381	5.462	16.736	11.523	18.194	18.817	6.684	2.938	6.222	7.496	49.598
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS09C4FCB90	2.819	0.185	2.038	0.655	0.948	0.578	0.114	0.258	0.245	0.177	0.054	0.103	0.704	0.262	0.742	1.076	0.276	0.032	0.474	0.349	1.305
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SS0E9A581F8	2.819	0.185	2.038	0.655	0.948	0.578	0.114	0.258	0.245	0.177	0.054	0.103	0.704	0.262	0.742	1.076	0.276	0.032	0.474	0.349	1.305
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC0F4AC5AA2	2.819	0.185	2.038	0.655	0.948	0.578	0.114	0.258	0.245	0.177	0.054	0.103	0.704	0.262	0.742	1.076	0.276	0.032	0.474	0.349	1.305
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC063BC3DDE	0.3	0.633	0.396	0.471	0.307	1.0	0.73	0.382	0.735	0.469	0.924	0.906	0.639	0.472	0.231	0.331	0.389	0.71	0.542	0.681	0.123
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC0329D5397	0.676	1.057	0.872	0.857	1.132	1.364	0.679	1.374	0.831	0.981	1.165	1.48	1.246	1.047	1.622	1.561	1.86	1.086	1.139	0.539	0.199
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC092659F65	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.019	0.0	0.031	0.0	0.0	0.0	0.064
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC08923F7F7	0.013	0.021	0.004	0.0	0.018	0.029	0.026	0.073	0.022	0.095	0.011	0.021	0.07	0.067	0.109	0.038	0.025	0.0	0.0	0.023	0.096
ICAM1	P05362	False	ICAM1_HUMAN		CPI-SC00035437A	2.819	0.185	2.038	0.655	0.948	0.578	0.114	0.258	0.245	0.177	0.054	0.103	0.704	0.262	0.742	1.076	0.276	0.032	0.474	0.349	1.305
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SC0943ECD6E	0.3	0.633	0.396	0.471	0.307	1.0	0.73	0.382	0.735	0.469	0.924	0.906	0.639	0.472	0.231	0.331	0.389	0.71	0.542	0.681	0.123
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SC09DC9200A	0.676	1.057	0.872	0.857	1.132	1.364	0.679	1.374	0.831	0.981	1.165	1.48	1.246	1.047	1.622	1.561	1.86	1.086	1.139	0.539	0.199
ICAM4	Q14773	False	ICAM4_HUMAN		CPI-SC0A3A31D04	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.019	0.0	0.031	0.0	0.0	0.0	0.064
F11R	Q9Y624	False	JAM1_HUMAN		CPI-SC0DEE2AF32	0.013	0.021	0.004	0.0	0.018	0.029	0.026	0.073	0.022	0.095	0.011	0.021	0.07	0.067	0.109	0.038	0.025	0.0	0.0	0.023	0.096
TNFRSF1A	P19438	False	TNR1A_HUMAN		CPI-SS0A4F27388	0.005	0.013	0.003	0.0	0.004	0.313	0.361	0.582	0.35	0.928	0.313	0.376	0.911	0.584	0.434	0.199	0.731	0.378	0.844	0.348	1.034
TNFRSF10B	O14763	False	TR10B_HUMAN		CPI-SS0049FD74F	0.131	0.094	0.123	0.171	0.086	0.068	0.046	0.056	0.081	0.059	0.07	0.087	0.048	0.072	0.042	0.0	0.117	0.093	0.102	0.094	0.162
FAS	P25445	False	TNR6_HUMAN		CPI-SS03A0C857B	1.431	0.149	1.268	0.757	0.87	1.391	0.267	0.28	0.39	0.335	0.209	0.407	0.444	0.494	0.27	0.257	0.249	0.088	0.58	0.407	0.143
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0B1AB068C	0.0	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.006	0.009	0.0	0.004	0.01	0.0	0.008	0.0	0.0	0.004	0.0	0.019	0.02
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS0391D4602	0.0	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.006	0.009	0.0	0.004	0.01	0.0	0.008	0.0	0.0	0.004	0.0	0.019	0.02
ADORA2A	P29274	False	AA2AR_HUMAN		CPI-SS00A6D366F	0.046	0.053	0.042	0.023	0.003	0.034	0.035	0.01	0.035	0.001	0.022	0.037	0.005	0.028	0.017	0.0	0.018	0.06	0.02	0.015	0.073
NTRK1	P04629	False	NTRK1_HUMAN		CPI-SS05D1A6BEF	0.0	0.0	0.0	0.0	0.0	0.01	0.003	0.007	0.006	0.009	0.0	0.004	0.01	0.0	0.008	0.0	0.0	0.004	0.0	0.019	0.02
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0DE0A486F	0.009	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.211
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0E00478B4	0.261	0.052	0.079	0.119	0.034	0.027	0.001	0.0	0.012	0.005	0.0	0.015	0.003	0.002	0.0	0.0	0.0	0.0	0.004	0.001	0.742
NRP1	O14786	False	NRP1_HUMAN		CPI-SS0855C0353	0.009	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.211
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0D22A09AD	0.261	0.052	0.079	0.119	0.034	0.027	0.001	0.0	0.012	0.005	0.0	0.015	0.003	0.002	0.0	0.0	0.0	0.0	0.004	0.001	0.742
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0E61DB5DF	0.02	0.035	0.021	0.0	0.0	0.016	0.038	0.025	0.032	0.003	0.0	0.021	0.0	0.016	0.0	0.0	0.008	0.035	0.021	0.104	0.011
NRP1	O14786	False	NRP1_HUMAN		CPI-SS033E6DE7E	0.009	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.002	0.211
FLT1	P17948	False	VGFR1_HUMAN		CPI-SS0947A8549	0.02	0.035	0.021	0.0	0.0	0.016	0.038	0.025	0.032	0.003	0.0	0.021	0.0	0.016	0.0	0.0	0.008	0.035	0.021	0.104	0.011
ADRB2	P07550	False	ADRB2_HUMAN		CPI-SS098425155	0.023	0.073	0.031	0.0	0.025	0.019	0.009	0.285	0.005	0.591	0.006	0.068	0.502	0.312	0.057	0.184	0.479	0.022	0.114	0.032	0.046
NRP2	O60462	False	NRP2_HUMAN		CPI-SS0241A1F57	0.261	0.052	0.079	0.119	0.034	0.027	0.001	0.0	0.012	0.005	0.0	0.015	0.003	0.002	0.0	0.0	0.0	0.0	0.004	0.001	0.742
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS07D71C546	0.319	0.491	0.689	0.49	0.505	0.261	0.182	0.424	0.256	0.65	0.355	0.313	0.615	0.467	0.605	0.48	0.352	0.316	0.525	0.271	0.731
HLA-A	HLAA	False	HLAA		CPI-SS0CBAA9BCC	25.167	21.366	33.422	26.028	24.41	31.09	14.727	42.056	17.782	60.276	24.262	33.466	66.931	50.327	46.289	34.609	42.88	26.23	29.191	24.868	23.816
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS048242083	1.872	1.817	2.379	2.044	1.923	2.125	0.849	2.669	1.012	4.147	1.677	2.079	3.797	3.392	2.451	1.708	2.729	2.235	1.32	1.575	1.368
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0BDD10277	1.872	1.817	2.379	2.044	1.923	2.125	0.849	2.669	1.012	4.147	1.677	2.079	3.797	3.392	2.451	1.708	2.729	2.235	1.32	1.575	1.368
HLA-B	HLAB	False	HLAB		CPI-SS0987A89AE	48.699	48.421	63.757	55.147	51.799	53.229	25.368	72.24	34.133	85.879	50.632	62.716	97.621	77.827	70.886	54.863	75.399	49.382	56.442	42.444	41.609
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS0A76A8E97	1.872	1.817	2.379	2.044	1.923	2.125	0.849	2.669	1.012	4.147	1.677	2.079	3.797	3.392	2.451	1.708	2.729	2.235	1.32	1.575	1.368
CD1D	P15813	False	CD1D_HUMAN		CPI-SS0EAB03260	0.007	0.026	0.02	0.042	0.015	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS0DBA81CCF	0.093	0.104	0.171	0.15	0.184	0.042	0.062	0.36	0.1	0.355	0.108	0.197	0.411	0.323	0.214	0.178	0.334	0.219	0.093	0.167	0.26
HLA-F	P30511	False	HLAF_HUMAN		CPI-SS00150FB64	1.872	1.817	2.379	2.044	1.923	2.125	0.849	2.669	1.012	4.147	1.677	2.079	3.797	3.392	2.451	1.708	2.729	2.235	1.32	1.575	1.368
HLA-G	P17693	False	HLAG_HUMAN		CPI-SS05CE87F88	0.093	0.104	0.171	0.15	0.184	0.042	0.062	0.36	0.1	0.355	0.108	0.197	0.411	0.323	0.214	0.178	0.334	0.219	0.093	0.167	0.26
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0D1D95883	3.177	0.04	1.763	0.167	0.108	4.283	8.139	32.82	9.903	10.798	0.065	1.391	55.85	17.696	8.233	5.428	4.623	0.359	107.656	62.98	1.868
CCL3	P10147	False	CCL3_HUMAN		CPI-SS0C090A257	1.996	0.094	1.433	0.202	0.25	2.872	4.571	16.681	7.124	6.543	0.031	0.688	18.531	8.986	4.575	3.162	1.393	0.483	63.008	34.188	4.034
CCL5	P13501	False	CCL5_HUMAN		CPI-SS0B01D306C	0.118	0.082	0.122	0.037	0.273	0.638	1.56	56.422	2.982	76.082	0.504	11.827	86.214	70.824	21.94	8.269	39.019	2.615	28.54	47.088	2.33
CCL4	P13236	False	CCL4_HUMAN		CPI-SS0795802F6	3.177	0.04	1.763	0.167	0.108	4.283	8.139	32.82	9.903	10.798	0.065	1.391	55.85	17.696	8.233	5.428	4.623	0.359	107.656	62.98	1.868
CSF1	P09603	False	CSF1_HUMAN		CPI-SS03105D292	0.017	0.004	0.011	0.026	0.062	0.356	0.08	0.272	0.126	0.064	0.029	0.041	0.186	0.17	0.103	0.095	0.209	0.01	1.232	0.145	0.157
CCL4	P13236	False	CCL4_HUMAN		CPI-SS05BA6D9C3	3.177	0.04	1.763	0.167	0.108	4.283	8.139	32.82	9.903	10.798	0.065	1.391	55.85	17.696	8.233	5.428	4.623	0.359	107.656	62.98	1.868
CCL4	P13236	False	CCL4_HUMAN		CPI-SS008F83E02	3.177	0.04	1.763	0.167	0.108	4.283	8.139	32.82	9.903	10.798	0.065	1.391	55.85	17.696	8.233	5.428	4.623	0.359	107.656	62.98	1.868
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0A3569604	0.001	0.0	0.008	0.0	0.0	0.013	0.001	0.1	0.016	0.025	0.0	0.0	0.017	0.085	0.0	0.0	0.314	0.0	0.14	0.1	0.0
CCL3	P10147	False	CCL3_HUMAN		CPI-SS076D8415B	1.996	0.094	1.433	0.202	0.25	2.872	4.571	16.681	7.124	6.543	0.031	0.688	18.531	8.986	4.575	3.162	1.393	0.483	63.008	34.188	4.034
IGF2	P01344	False	IGF2_HUMAN		CPI-SS0579FA162	0.001	0.0	0.008	0.0	0.0	0.013	0.001	0.1	0.016	0.025	0.0	0.0	0.017	0.085	0.0	0.0	0.314	0.0	0.14	0.1	0.0
IGF1	P05019	False	IGF1_HUMAN		CPI-SS0E41702C1	0.0	0.0	0.0	0.005	0.024	0.0	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0
IGF2	P01344	False	IGF2_HUMAN		CPI-SS042A6F835	0.001	0.0	0.008	0.0	0.0	0.013	0.001	0.1	0.016	0.025	0.0	0.0	0.017	0.085	0.0	0.0	0.314	0.0	0.14	0.1	0.0
GRN	P28799	False	GRN_HUMAN		CPI-SS07CCAD9BF	1.803	0.786	1.07	0.987	1.442	0.31	0.143	0.25	0.243	0.201	0.163	0.207	0.19	0.233	0.087	0.402	0.165	0.159	0.235	0.343	6.056
COPA	P53621	False	COPA_HUMAN		CPI-SS04F3A1E5C	0.463	0.427	0.586	0.484	0.496	0.781	0.411	0.631	0.509	0.803	0.553	0.594	0.682	0.669	0.667	0.408	0.595	0.555	0.577	0.584	0.818
IFNB1	P01574	False	IFNB_HUMAN		CPI-SC091D10DFA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.033
