gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	celltype_NK_CD16_bright	celltype_Monocytes_non-classical	celltype_Monocytes_intermediate	celltype_iNKT_cells	celltype_T4_naive	celltype_TEM_CD8+	celltype_B_cells_memory_activated	celltype_T4_activated	celltype_MAIT_cells	celltype_T_gd	celltype_T_regs	celltype_Monocytes_classical	celltype_B_cells_naive	celltype_Macrophages	celltype_TCM_CD8+	celltype_cDC1	celltype_T4_memory	celltype_TMRA_CD8+	celltype_NK_CD56_bright	celltype_T8_activated	celltype_T8_naive	celltype_Precursor_cells	celltype_NK_CD16_bright_activated	celltype_B_cells_naive_activated	celltype_NK_CD56_bright_activated	celltype_B_cells_memory	celltype_cDC2	celltype_Plasma_cells	celltype_pDC
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0725E3A76	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0C9CBDD21	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.003	0.013	0.0	0.003	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BA1D5E00	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0147A8A42	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC06B4C6DD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F7E26271	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.003	0.002	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC0CFF5E19D	0.014	0.34	0.27	0.006	0.005	0.029	0.004	0.001	0.027	0.016	0.002	0.421	0.009	0.405	0.01	0.319	0.014	0.014	0.023	0.001	0.008	0.013	0.001	0.016	0.004	0.009	0.006	0.002	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0DF641DAA	0.002	0.001	0.001	0.0	0.002	0.0	0.002	0.001	0.0	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC0681D30FE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC02017BE74	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.009	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC04085F9F9	0.0	0.091	0.032	0.007	0.004	0.012	0.002	0.003	0.022	0.011	0.005	0.042	0.002	0.092	0.007	0.137	0.009	0.004	0.024	0.005	0.022	0.0	0.0	0.0	0.0	0.002	0.035	0.0	0.103
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0A54B5323	0.048	0.065	0.025	0.018	0.039	0.025	0.002	0.01	0.013	0.068	0.012	0.017	0.007	0.067	0.027	0.129	0.035	0.044	0.003	0.02	0.072	0.004	0.014	0.001	0.01	0.01	0.031	0.001	0.051
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0ECFACED2	0.0	0.002	0.0	0.01	0.008	0.004	0.002	0.025	0.007	0.001	0.025	0.0	0.0	0.001	0.003	0.0	0.004	0.0	0.0	0.036	0.007	0.0	0.004	0.0	0.003	0.001	0.01	0.005	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0CA323AE3	0.001	0.0	0.002	0.001	0.015	0.0	0.001	0.001	0.003	0.006	0.002	0.0	0.0	0.001	0.005	0.001	0.005	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC0092846B0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC08AF9CA91	0.0	0.001	0.006	0.0	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.039	0.0	0.021	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC07E958BDE	0.002	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.068	0.0	0.001	0.0	0.0	0.0	0.008	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC03BFF1D95	0.0	0.006	0.002	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.002	0.004	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.002	0.0	0.01	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC03ADD2063	0.01	0.009	0.003	0.008	0.054	0.002	0.003	0.013	0.01	0.015	0.011	0.005	0.0	0.003	0.012	0.001	0.022	0.013	0.014	0.006	0.038	0.018	0.006	0.0	0.0	0.013	0.0	0.032	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC0082A7233	0.003	0.0	0.002	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.046	0.0	0.058	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC0674C647E	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.007	0.072	0.0	0.057	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC03D71E025	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC0DF986F22	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC0014D5A6E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0B4BD965C	0.002	0.0	0.0	0.0	0.0	0.002	0.019	0.001	0.0	0.003	0.0	0.0	0.122	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.008	0.003	0.024	0.0	0.206	0.0	0.05	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0247E9ADB	0.001	0.013	0.001	0.006	0.008	0.002	0.013	0.009	0.009	0.006	0.021	0.003	0.025	0.005	0.007	0.006	0.011	0.0	0.102	0.012	0.001	0.039	0.006	0.019	0.052	0.017	0.077	0.034	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0035F0B0F	0.004	0.002	0.0	0.001	0.003	0.013	0.139	0.002	0.0	0.003	0.002	0.002	1.177	0.001	0.0	0.001	0.001	0.0	0.039	0.004	0.001	0.016	0.0	0.113	0.003	0.311	0.003	0.068	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC06ACCFA52	0.002	0.0	0.003	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.016	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.004	0.006	0.038
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0D2BDC009	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC05F111D21	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.003	0.013	0.0	0.003	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC0BCD683D4	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC041215790	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC0247375A7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC0F73E9099	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.003	0.002	0.0	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0545E2502	0.002	0.001	0.001	0.0	0.002	0.0	0.002	0.001	0.0	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC006E22794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC0458F68A5	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.009	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC09FDA4F45	0.0	0.091	0.032	0.007	0.004	0.012	0.002	0.003	0.022	0.011	0.005	0.042	0.002	0.092	0.007	0.137	0.009	0.004	0.024	0.005	0.022	0.0	0.0	0.0	0.0	0.002	0.035	0.0	0.103
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0F4BC2909	0.048	0.065	0.025	0.018	0.039	0.025	0.002	0.01	0.013	0.068	0.012	0.017	0.007	0.067	0.027	0.129	0.035	0.044	0.003	0.02	0.072	0.004	0.014	0.001	0.01	0.01	0.031	0.001	0.051
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC02AE206BE	0.0	0.002	0.0	0.01	0.008	0.004	0.002	0.025	0.007	0.001	0.025	0.0	0.0	0.001	0.003	0.0	0.004	0.0	0.0	0.036	0.007	0.0	0.004	0.0	0.003	0.001	0.01	0.005	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0A8E69BC5	0.001	0.0	0.002	0.001	0.015	0.0	0.001	0.001	0.003	0.006	0.002	0.0	0.0	0.001	0.005	0.001	0.005	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC05992FDC8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC069F95780	0.0	0.001	0.006	0.0	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.039	0.0	0.021	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0DAD29856	0.002	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.068	0.0	0.001	0.0	0.0	0.0	0.008	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC0F8D27FBC	0.0	0.006	0.002	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.002	0.004	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.002	0.0	0.01	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC0EA3FC100	0.01	0.009	0.003	0.008	0.054	0.002	0.003	0.013	0.01	0.015	0.011	0.005	0.0	0.003	0.012	0.001	0.022	0.013	0.014	0.006	0.038	0.018	0.006	0.0	0.0	0.013	0.0	0.032	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC091173D82	0.003	0.0	0.002	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.046	0.0	0.058	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC07FB88720	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.007	0.072	0.0	0.057	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC035953E6B	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC01115AAD1	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC053BBE2B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC0F778DC8E	0.002	0.0	0.0	0.0	0.0	0.002	0.019	0.001	0.0	0.003	0.0	0.0	0.122	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.008	0.003	0.024	0.0	0.206	0.0	0.05	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC0F590482E	0.001	0.013	0.001	0.006	0.008	0.002	0.013	0.009	0.009	0.006	0.021	0.003	0.025	0.005	0.007	0.006	0.011	0.0	0.102	0.012	0.001	0.039	0.006	0.019	0.052	0.017	0.077	0.034	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0BA41B0D3	0.004	0.002	0.0	0.001	0.003	0.013	0.139	0.002	0.0	0.003	0.002	0.002	1.177	0.001	0.0	0.001	0.001	0.0	0.039	0.004	0.001	0.016	0.0	0.113	0.003	0.311	0.003	0.068	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC090DB3159	0.002	0.0	0.003	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.016	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.004	0.006	0.038
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC08BF895FC	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0D7F33CFB	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.003	0.013	0.0	0.003	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC040B3EFBC	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0EACF2D60	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158
COL17A1	Q9UMD9	False	COHA1_HUMAN		CPI-SC08AA91C84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0
SEMA7A	O75326	False	SEM7A_HUMAN		CPI-SC0EAF80261	0.01	0.017	0.01	0.074	0.012	0.02	0.28	0.103	0.04	0.065	0.078	0.01	0.032	0.022	0.027	0.015	0.017	0.005	0.02	0.108	0.015	0.286	0.049	0.304	0.107	0.254	0.478	0.213	0.297
COL1A1	P02452	False	CO1A1_HUMAN		CPI-SC01EA4FF6B	0.001	0.001	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.001	0.0	0.003	0.002	0.0	0.0
FN1	P02751	False	FINC_HUMAN		CPI-SC01FFC9392	0.014	0.34	0.27	0.006	0.005	0.029	0.004	0.001	0.027	0.016	0.002	0.421	0.009	0.405	0.01	0.319	0.014	0.014	0.023	0.001	0.008	0.013	0.001	0.016	0.004	0.009	0.006	0.002	0.0
COL5A2	P05997	False	CO5A2_HUMAN		CPI-SC0CA7B34A5	0.002	0.001	0.001	0.0	0.002	0.0	0.002	0.001	0.0	0.006	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.001	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL1A2	P08123	False	CO1A2_HUMAN		CPI-SC05CCF815E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
COL4A2	P08572	False	CO4A2_HUMAN		CPI-SC07222A428	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.009	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0
COL6A1	P12109	False	CO6A1_HUMAN		CPI-SC08D8A859F	0.0	0.091	0.032	0.007	0.004	0.012	0.002	0.003	0.022	0.011	0.005	0.042	0.002	0.092	0.007	0.137	0.009	0.004	0.024	0.005	0.022	0.0	0.0	0.0	0.0	0.002	0.035	0.0	0.103
COL6A2	P12110	False	CO6A2_HUMAN		CPI-SC0814068D9	0.048	0.065	0.025	0.018	0.039	0.025	0.002	0.01	0.013	0.068	0.012	0.017	0.007	0.067	0.027	0.129	0.035	0.044	0.003	0.02	0.072	0.004	0.014	0.001	0.01	0.01	0.031	0.001	0.051
COL6A3	P12111	False	CO6A3_HUMAN		CPI-SC0D870AE49	0.0	0.002	0.0	0.01	0.008	0.004	0.002	0.025	0.007	0.001	0.025	0.0	0.0	0.001	0.003	0.0	0.004	0.0	0.0	0.036	0.007	0.0	0.004	0.0	0.003	0.001	0.01	0.005	0.0
COL11A2	P13942	False	COBA2_HUMAN		CPI-SC0E4E54E13	0.001	0.0	0.002	0.001	0.015	0.0	0.001	0.001	0.003	0.006	0.002	0.0	0.0	0.001	0.005	0.001	0.005	0.0	0.0	0.0	0.028	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
COL5A1	P20908	False	CO5A1_HUMAN		CPI-SC035134F18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL8A2	P25067	False	CO8A2_HUMAN		CPI-SC04B354AE3	0.0	0.001	0.006	0.0	0.002	0.0	0.001	0.001	0.0	0.0	0.0	0.005	0.0	0.039	0.0	0.021	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0
COL5A3	P25940	False	CO5A3_HUMAN		CPI-SC0FC645961	0.002	0.0	0.0	0.002	0.0	0.0	0.001	0.0	0.068	0.0	0.001	0.0	0.0	0.0	0.008	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.013	0.0	0.0
COL15A1	P39059	False	COFA1_HUMAN		CPI-SC039D075C6	0.0	0.006	0.002	0.0	0.0	0.0	0.005	0.001	0.0	0.0	0.002	0.004	0.0	0.002	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.0	0.0	0.002	0.0	0.01	0.0
COL18A1	P39060	False	COIA1_HUMAN		CPI-SC04B0064C4	0.01	0.009	0.003	0.008	0.054	0.002	0.003	0.013	0.01	0.015	0.011	0.005	0.0	0.003	0.012	0.001	0.022	0.013	0.014	0.006	0.038	0.018	0.006	0.0	0.0	0.013	0.0	0.032	0.0
COL4A4	P53420	False	CO4A4_HUMAN		CPI-SC03DD752AB	0.003	0.0	0.002	0.0	0.002	0.0	0.003	0.0	0.0	0.0	0.001	0.0	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.0	0.046	0.0	0.058	0.0
COL4A3	Q01955	False	CO4A3_HUMAN		CPI-SC052A417CB	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.002	0.0	0.016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.007	0.072	0.0	0.057	0.0
COL7A1	Q02388	False	CO7A1_HUMAN		CPI-SC08A98E7D4	0.0	0.002	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL10A1	Q03692	False	COAA1_HUMAN		CPI-SC03C093767	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL16A1	Q07092	False	COGA1_HUMAN		CPI-SC01E9FAC20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.002	0.0	0.0
COL9A3	Q14050	False	CO9A3_HUMAN		CPI-SC01F1F24AA	0.002	0.0	0.0	0.0	0.0	0.002	0.019	0.001	0.0	0.003	0.0	0.0	0.122	0.0	0.0	0.001	0.0	0.0	0.005	0.0	0.0	0.008	0.003	0.024	0.0	0.206	0.0	0.05	0.0
COL9A2	Q14055	False	CO9A2_HUMAN		CPI-SC08226CD3B	0.001	0.013	0.001	0.006	0.008	0.002	0.013	0.009	0.009	0.006	0.021	0.003	0.025	0.005	0.007	0.006	0.011	0.0	0.102	0.012	0.001	0.039	0.006	0.019	0.052	0.017	0.077	0.034	0.0
COL19A1	Q14993	False	COJA1_HUMAN		CPI-SC0ADD7BEF0	0.004	0.002	0.0	0.001	0.003	0.013	0.139	0.002	0.0	0.003	0.002	0.002	1.177	0.001	0.0	0.001	0.001	0.0	0.039	0.004	0.001	0.016	0.0	0.113	0.003	0.311	0.003	0.068	0.0
COL24A1	Q17RW2	False	COOA1_HUMAN		CPI-SC0EB600CAC	0.002	0.0	0.003	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.001	0.001	0.0	0.016	0.0	0.0	0.075	0.0	0.0	0.0	0.0	0.004	0.006	0.038
COL13A1	Q5TAT6	False	CODA1_HUMAN		CPI-SC0CCF30377	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL27A1	Q8IZC6	False	CORA1_HUMAN		CPI-SC0CE6F5084	0.0	0.0	0.0	0.003	0.0	0.0	0.002	0.003	0.013	0.0	0.003	0.0	0.002	0.0	0.0	0.001	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0
COL22A1	Q8NFW1	False	COMA1_HUMAN		CPI-SC09DE07794	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
COL26A1	Q96A83	False	COQA1_HUMAN		CPI-SC0AD6D8724	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.158
